Itinerario;ID;Livello;Genitore;Titolo;Sottotitolo; Testo_storia;Testo_Audio_Cicerone;Immagine;Tipo_Card;latitudine;longitudine;mappaCartella
Terracina_Gaeta;7,5,5;Monumento;7,5;Duomo;;"Storia e Origini della Cattedrale<br>
Edificazione: Il Duomo di Gaeta, intitolato a S. Maria Assunta in Cielo, fu eretto nei secoli X-XI, probabilmente sul sito della chiesa di S. Maria del Parco (risalente al VII secolo).<br>

Le Reliquie di Sant'Erasmo: Tra la fine dell'VIII e l'inizio del IX secolo, i resti di S. Erasmo (vescovo di Antiochia morto a Formia nel 303) furono nascosti dal vescovo di Formia in un pilastro della chiesa per proteggerli. Il loro ritrovamento, oltre un secolo dopo, diede l'impulso per la costruzione dell'imponente cattedrale, poi consacrata a 5 o 7 navate da Papa Pasquale II nel 1106.<br>

Riapertura: La cattedrale è stata riaperta nel 2014 a seguito di restauri che ne hanno riportato alla luce la struttura medievale a colonne e gli arredi liturgici cosmateschi.<br>

La Cripta (Succorpo)<br>
Origine: Realizzata a partire dal 1594 (dopo la ricognizione canonica delle reliquie) su progetto degli architetti napoletani Lazzari per custodire i resti di S. Erasmo e di altri santi martiri (S. Marciano, S. Casto, S. Secondino, S. Probo, S. Innocenzo e S. Eupuria).<br>

Struttura e Decorazioni: Presenta un'unica navata rivestita di marmi policromi e un ricco cancello bronzeo del 1692. Gli affreschi della volta e la pala d'altare (Martirio del vescovo antiocheno, 1664) furono realizzati da Giacinto Brandi.<br>

Opere e Danni di Guerra: Di altissima pregio artistico sono il paliotto dell'altare e la balaustra. Alcune decorazioni della volta (tra cui Dio Padre e la Gloria di S. Erasmo) andarono perdute a causa dei bombardamenti aerei nella notte tra l'8 e il 9 settembre 1943.<br>

Il Campanile:<br>
Costruzione e Stile: Progettato da Nicola D'Angelo (marmorario romano), fu costruito tra il 1148 e il 1279. È alto 57 metri e rappresenta un eccezionale esempio di stile arabo-normanno / arabo-moresco con influssi siculi e amalfitani.<br>

Struttura:<br>

Parte inferiore (Basamento): Caratterizzata da un arco ogivale e costruita riutilizzando blocchi di spoglio di monumenti romani e medievali (in particolare dal Mausoleo di Lucio Sempronio Atratino del I sec. a.C.).<br>

Parte mediana: Si sviluppa su tre piani/celle campanarie ornate da bifore, archetti intrecciati e maioliche esagonali policrome.<br>

Parte superiore: Sormontata da una cupola/cuspide ottagonale decorata con scodelle e maioliche smaltate, con una croce in ferro in cima.<br>

Elementi Decorativi della Scalinata: La scala d'accesso ospita due sarcofagi romani strigilati (III sec.) e due bassorilievi medievali raffiguranti la vicenda biblica di Giona inghiottito dal mostro marino (pistrice), un tempo parti dell'antico pulpito.<br>

Restauri: Danneggiato durante il secondo conflitto mondiale, il campanile è stato restaurato nel 1960 e negli anni 1990-2000.";;immagini/gaeta_duomo.webp;Dettaglio;;;
Terracina_Gaeta;7,5,6;Monumento;7,5;Tempio s. Francesco;;"Origini e Fondazione<br>
La Sosta di San Francesco (1222): La tradizione narra che San Francesco d'Assisi sia giunto a Gaeta nel 1222 per predicare la pace tra i cittadini e che abbia soggiornato in una piccola abitazione alle pendici del Monte Orlando.<br>

L'Edificazione del Primo Convento: Nello stesso anno, la popolazione e i nobili di Gaeta donarono al Santo il terreno per edificare un primo convento francescano con una piccola chiesa annessa.<br>

2. Ricostruzione e Trasformazione Neogotica<br>
Il Declino e le Truppe Napoleoniche: Durante l'occupazione francese agli inizi dell'Ottocento, il convento fu soppresso e adibito prima a caserma e poi a ospedale militare, subendo gravi danneggiamenti e il degrado della struttura originaria.<br>

La Ricostruzione di Ferdinando II di Borbone (1850-1854): Di ritorno dall'esilio a Gaeta (dovuto ai moti della Repubblica Romana del 1848-1849), il re Ferdinando II delle Due Sicilie decise di riedificare la chiesa in segno di ringraziamento e devozione, affidando il progetto all'architetto napoletano Giacomo Guarinelli.<br>

Lo Stile Neogotico: Guarinelli concepì una struttura monumentale e scenografica in stile neogotico, con elementi slanciati verso l'alto, guglie, rosone decorato e arcate a sesto acuto, trasformando la chiesa in uno dei migliori esempi di architettura neogotica del Sud Italia.<br>

3. Elementi Architettonici e Artistici<br>
La Scalinata Monumentale: L'accesso alla chiesa è caratterizzato da una maestosa e ripida scalinata a due rampe che domina la parte alta di Gaeta Vecchia.<br>

La Statua della Religione: Al centro del piazzale antistante la facciata, al termine della prima rampa di scale, svetta una grande statua in marmo raffigurante la Religione (opera dello scultore Tito Angelini), che tiene in mano la croce.<br>
L'Interno: L'interno, ampio e luminoso grazie alle alte vetrate istoriate, si sviluppa a tre navate con volte a crociera. Lungo le pareti si trovano sculture e dipinti raffiguranti santi francescani e la vita di San Francesco.<br>

4. Significato Panoramico e Simbolico.<br>
La Terrazza Panoramica: Situato in posizione sopraelevata sul colle di Monte Orlando, il sagrato del Tempio offre uno dei punti di vista panoramici più celebri di Gaeta, con una vista spettacolare che abbraccia il golfo, il Castello Angioino-Aragonese e l'intero borgo medievale.";;immagini/gaeta_sfrancesco.webp;Dettaglio;;;
Terracina_Gaeta;7,5,7;Monumento;7,5;Castello Angioino aragonese;;"Castello Angioino-Aragonese: 
Imponente fortezza storica che domina dall'alto l'intero golfo di Gaeta.<br>

Origini ed Epoca Sveva (VI-XII sec.): Mensionato già nel VI secolo durante le guerre gotiche, fu fortificato con certezze storiche nel XII secolo da Federico II di Svevia per difendere il territorio nelle lotte tra Guelfi e Ghibellini.<br>

Periodo Angioino (1266-1435): Centro nevralgico della politica dell'epoca; fu residenza dell'antipapa Clemente VII, luogo di nozze di Ladislao d'Angiò-Durazzo e dimora della futura Regina Giovanna II, che sceglie di farsi incoronare a Gaeta.<br>

Periodo Aragonese (1435-1442): Usato da Alfonso V d'Aragona come base per conquistare il Regno di Napoli e sconfiggere Renato d'Angiò (1442). In questa fase fu eretto il castello nuovo (""Alfonsino""), poi unito e integrato al vecchio castello angioino insieme a due ulteriori cinture murarie (oggi scomparse).<br>

Visite e Punti di forza: Accessibile tramite visite guidate su prenotazione in specifici periodi dell'anno, offre una vista panoramica spettacolare a 360 gradi sulla città e sul golfo.";;immagini/gaeta_castello.webp;Dettaglio;;;
Circeo;8;Percorso;;Agro Pontino e Circeo;;;itinerari/Circeo1.jpg, itinerari/Circeo2.jpg, itinerari/Circeo3.jpg;;;;;
Circeo;8,1;Paese;8;Riserva tor Caldara;;È un lembo di costa miracolosamente scampato all'urbanizzazione, tra abitati di Anzio e Lavinio. Una torre eretta nel Cinquecento per l'avvistamento dei pirati saraceni oggi fa la guardia alle dune fossili, frequentate dai Gruccioni, e all'intrico della macchia mediterranea. La Riserva è stata istituita con L.R. 26 agosto 1988, n. 50 (B.U.R.L. del 20 settembre 1988, n. 26) si estende per circa 44 ettari sul litorale a sud di Roma nel Comune di Anzio. Zona Speciale di Conservazione (ZSC) a livello europeo è un vero scrigno di tesori: una testimonianza ormai rara delle antiche foreste litoranee che occupavano l'intero settore costiero del Lazio meridionale. La ricchezza di ambienti concentrati in un fazzoletto di territorio fa da contraltare ad una lunga storia, sia geologica, sia umana che ha visto protagonista questo luogo.;;immagini/circeo_caldarapan.webp;Principale;41,490792;12,593678;mappe-offline/Circeo
Circeo;INF8,1;Tor Caldara;8,1;;;"📍 Indirizzo: Via Ardeatina Km 34,600<br>📞 Telefono: Tel. Guardiaparco 331.2346944<br>🕒 Orari: La Riserva è aperta al pubblico il giovedì, sabato e domenica dalle ore 9.00 alle ore 14.00 con ultimo ingresso alle ore 13.30. L'ingresso è libero e gratuito
 .<br>🌐 Sito web:https://www.parchilazio.it/torcaldara
<br>🅿️";;;Info/Contatto;;;
Circeo;8,1,1;Monumento;8,1;Anello di Mamurra;;Uno degli itinerari escursionistici più affascinanti dell'area naturale di Gianola e Monte di Scauri. Attraversa ambienti costieri di grande bellezza, resti archeologici romani e una vegetazione mediterranea rigogliosa. È adatto a famiglie, appassionati di natura, storia e fotografia. Un connubio perfetto tra paesaggio, biodiversità e cultura.;;immagini/circeo_mamurra.webp;Dettaglio;;;
Circeo;8,1,1;Opera;8,1,1;descrizione;;"Difficoltà: E 
Durata: 1h e 30m
Distanza: 5,2 Km
Dislivello in salita: 86 m
Dislivello in discesa: 86 m
Tipologia: A piedi

Patrimonio Storico & Archeologico<br>
Villa Romana di Mamurra (I sec. a.C.): Appartenuta a Lucio Mamurra, prefetto dei carpentieri (Praefectus fabrum) di Giulio Cesare. Il complesso presenta terrazzamenti sul mare, ambienti termali, cisterne, mosaici e i resti di una chiesa altomedievale integrata nella struttura.<br>

Torre di Gianola (XVI sec.): Antica torre costiera di avvistamento difensiva, di cui oggi restano pochi elementi visibili.<br>

Porticciolo di Gianola (detto Romano""): Costruito in realtà negli anni '30 del Novecento dal marchese Carlo Afan de Rivera. Prende il nome informale dai resti di una peschiera romana affiancata al suo lato destro e collegata alla Villa di Mamurra.<br>
Natura & Biodiversità<br>
Flora:<br>
Macchia Alta: Leccio (Quercus ilex) e sughera (Quercus suber).<br>
Macchia Bassa: Lentisco (Pistacia lentiscus), mirto (Myrtus communis) e corbezzolo (Arbutus unedo).<br>
Aree rupestri e umide/fresche: Piante rupicole endemiche sulle falesie calcaree; pungitopo (Ruscus aculeatus), alloro (Laurus nobilis) e orniello (Fraxinus ornus).<br>
Fauna:<br>
Uccelli e Insetti: Gheppio (Falco tinnunculus) sulle falesie; grande varietà di impollinatori (bombi, api selvatiche, farfalle).<br>
Rettili e Anfibi: Ramarro, biacco, lucertola campestre; rospo smeraldino (Bufotes viridis) e raganella italiana (Hyla intermedia).<br>
Mammiferi: Volpe, istrice e riccio europeo.""""""";;immagini/circeo_villa.webp;Dettaglio;;;
Circeo;8,2;Paese;8;Torre Astura;La speranza resta quella di riuscire a salvare almeno il mese di agosto, ma al momento, stando a fonti del Comune di Nettuno, sembra più probabile che per tutto il 2026 la spiaggia resterà chiusa.;"Panoramica del Sito<br>
Tipologia:	Fortezza marittima e sito archeologico<br>
Ubicazione:	Litorale laziale (Nettuno, RM), alla foce del fiume Astura<br>
Gestione / Vincoli:	Inserita dal 1984 all'interno del Poligono Militare di Nettuno<br>
Elemento distintivo:	Fortezza costruita sul mare, collegata alla terraferma da un ponte in laterizio<br>
";;immagini/circeo_astura.webp;Principale;41,408107;12,764955;mappe-offline/Circeo
Circeo;8,2,1;Monumento;8,2;Torre;;"Profilo Storico & Archeologico<br>
1. Epoca Romana<br>
Presenza Imperiale: Alla foce del fiume Astura sorgevano antiche ville romane appartenenti a importanti famiglie dell'epoca.<br>

Peschiera Romana: Imponenti resti di una peschiera testimoniano l'intensa attività e l'importanza del sito in età imperiale.<br>

2. Epoca Medievale e Moderna<br>
Origini (1193): Edificata dalla famiglia Frangipane su un antico insediamento romano come torre difensiva contro le incursioni costiere.<br>

L'episodio del 1268: Vi si rifugiò Corradino di Svevia in fuga dopo la sconfitta nella battaglia di Tagliacozzo; proprio qui fu tradito, catturato e consegnato a Carlo d'Angiò.<br>

Passaggi di proprietà: Nel corso dei secoli la fortezza è passata di mano tra diverse famiglie nobiliari, fino ai Borghese.<br>

Curiosità & Cinema:
Location Cinematografica: Negli anni '60 è stata set di celebri produzioni cinematografiche, tra cui il kolossal Cleopatra con Elizabeth Taylor, per il quale fu ricostruito sul posto l'antico porto di Alessandria d'Egitto.";;immagini/circeo_astura_torre.webp;Dettaglio;;;
Circeo;8,3;Paese;8;Lago di Fogliano;;"Con i suoi 11 Km di perimetro e 3 metri di profondità è il più grande tra i laghi del litorale pontino. Questo grosso bacino idrico, situato in provincia di Latina, non manca ogni anno di attirare svariati visitatori che puntualmente vanno via ripromettendosi di ritornare sulle rive del Lago di Fogliano.<br>

";;immagini/circeo_fogliano.webp;Principale;41,400556;12,902222;mappe-offline/Circeo
Circeo;INF8,3;Info / Contatto;8,3;;;"📍 Indirizzo: Via Carlo Alberto, 188 - 04016 Sabaudia (LT)<br>📞 Telefono: Tel.0773/512240<br>🕒 Orari: Libero e accessibile tutti i giorni dell'anno dall'alba al tramonto.
Ingresso: Gratuito per la passeggiata lungo le sponde del lago, il borgo di pesca e l'area circostante del Parco Nazionale del Circeo.
 .<br>🌐 Sito web:www.parcocirceo.it
<br>🅿️Parcheggio Borgo di Fogliano,";;;Info/Contatto;;;
Circeo;8,3,1;Monumento;8,3;Il lago;;"Il valore, paesaggistico, storico e persino architettonico dell’intera zona ha reso quest’area, ormai inglobata nel Parco Nazionale del Circeo dal lontano 1978, una zona umida di importanza internazionale.
Di notevole interesse è la dimora di questa prestigiosa casata, la cosiddetta Villa Caetani. Una volta giunti nei pressi del lago non dimenticate poi di far visita alla “casina inglese” e ai ruderi del vecchio villaggio dei pescatori.
Una piccola meraviglia da non lasciarsi scappare è poi l’Orto botanico. Sebbene quest’ultimo sia un giardino creato per espressa volontà dell’uomo (anche in questo caso c’è lo zampino della famiglia Caetani), qui la natura appare ai visitatori in tutta la sua maestosità.";;immagini/circeo_fogliano_lago.webp;;;;
Circeo;8,3,1,1;Opera;8,3,1;Sentiero ad anello;;"DifficoltàTuristica / Facile (completamente pianeggiante)<br> Lunghezza~4.5 km (anello breve attorno al borgo/sponda nord) – fino a ~11-12 km per il periplo esteso tra duna e litorale.<br>Tempo di percorrenza 1 ora e 30 min (a piedi) / 45 min (in bicicletta )<br> Fondo: Terra battuta, strada bianca e brevi tratti asfaltati ad uso ciclopedonale <br>Mezzi consigliati: A piedi, mountain bike, city bike o passeggino. <br>Descrizione dell'Itinerario: L'itinerario parte dal Borgo Storico di Fogliano e si sviluppa lungo le sponde dello specchio d'acqua salmastro, che fa parte della Riserva Naturale Statale e del Parco Nazionale del Circeo.Partenza dal Borgo: Si muove dal parcheggio adiacente al borgo rurale e all'ingresso di Villa Caetani. Il Cammino Sponda Lago: Si imbocca la pista sterrata che affianca la riva settentrionale. Il sentiero è riparato da una vegetazione mediterranea intervallata da maestosi eucalipti (piantati all'epoca della bonifica dell'Agro Pontino) e tamerici.<br> Punti di Osservazione e Pascoli: Proseguendo lungo il bacino, il percorso costeggia zone di pascolo dove è facile scorgere bufale allo stato semi-brado e canneti salmastri.<br>Il Rientro lungo la Duna / Foce: Per chi percorre l'anello esteso, il sentiero si ricongiunge verso il cordone dunale costiero che separa il lago dal Mar Tirreno, tornando al borgo lungo i viottoli della riserva o la pista ciclopedonale.<br>Cosa Vedere e Punti d'Interesse: Giardino botanico. Creato nell'Ottocento dalla famiglia Caetani, è un suggestivo orto botanico dove specie esotiche (palme, cactacee) convivono con la macchia mediterranea spontanea.<br>Il Borgo di Pesca e le ""Casette"": Antico insediamento di pescatori con il piccolo porticciolo fluviale/lacustre, la chiesetta di San Nicola e la Casina Inglese.<br>
Birdwatching: Il lago è una tappa fondamentale per le rotte migratorie. Dai capanni d'osservazione e lungo le sponde si possono avvistare fenicotteri rosa, aironi cenerini, garzette, falchi pescatori, cormorani e cavaliere d'Italia.<br>
La Duna Costiera e la Flora: La striscia di sabbia vegetata che separa il lago dal mare offre scorci panoramici unici, con la presenza del giglio marino (Pancratium maritimum) e ginepri sabina.<br>
Notizie Utili & Consigli per la Visita/Accessibilità: Il percorso è totalmente privo di barriere architettoniche significative, rendendolo adatto anche a famiglie con bimbi in passeggino e persone con disabilità motoria.<br>Attrezzatura consigliata: Per godere al meglio dell'itinerario è consigliabile portare un binocolo per il birdwatching, scorta d'acqua e protezione solare (tratti del percorso sono esposti al sole).<br> 
Regolamento della Riserva: Trattandosi di un'area protetta d'importanza internazionale (Convenzione di Ramsar), è vietato abbandonare i sentieri segnati, disturbare la fauna e raccogliere la vegetazione.";;immagini/circeo_foglianogiro.webp;Dettaglio;;;
Circeo;8,4;Paese;8;Lago dei Monaci;;"Il Lago dei Monaci (noto anche come Lago di Monaci) è il più piccolo dei quattro laghi costieri che compongono il sistema salmastro del Parco Nazionale del Circeo (insieme a Fogliano, Caprolace e Paola/Sabaudia).

Con un'estensione di circa 0,9 km², è protetto come Zona Umida di Importanza Internazionale (Convenzione di Ramsar) per l'elevatissimo valore naturalistico ed ecologico.

";;immagini/circeo_monaci_illago.webp;Principale;41,378056;12,930556;mappe-offline/Circeo
Circeo;INF8,4;Info / Contatto;8,4;Lago dei Monaci;;"📍 Indirizzo: canale/porto canale di Rio Martino.<br>📞 Telefono: <br>🕒 Orari:i sentieri ciclopedonali attorno al lago sono liberamente accessibili 24 ore su 24, tutti i giorni dell'anno
Ingresso: Gratuito per la passeggiata lungo le sponde del lago
 .<br>🌐 Sito web:www.parcocirceo.it
<br>🅿️Rio Martino (lato sud di Strada Interrotta / Lungomare di Latina";;;Info/Contatto;;;
